"Lemma","POS","Freq"
"tape","VBD",6827
"flute","NNS",6826
"upheaval","NNS",6809
"purge","VBG",6808
"bleed","VBP",6798
"programme","VB",6787
"extinction","NNS",6782
"hack","VBD",6771
"block","VBP",6748
"bang","NNS",6745
"rationalization","NN",6732
"oil","VBN",6714
"optimization","NNS",6711
"downpour","NN",6706
"calamity","NNS",6697
"slur","NN",6682
"pin","VBD",6652
"blocker","NN",6652
"drug","VBN",6650
"load","VBP",6649
"reunion","NNS",6642
"ground","JJ",6641
"catalogue","VBN",6641
"ramp","VBG",6623
"whore","NNS",6621
"bridge","JJ",6612
"tirade","NN",6608
"remap","NN",6594
"directory","JJ",6590
"right","VB",6577
"bag","VB",6565
"upset","VBZ",6557
"cage","VBN",6553
"bruise","VBG",6553
"compound","VB",6541
"persecution","NNS",6535
"dawn","VBG",6531
"subwoofer","NN",6526
"dispute","VBD",6517
"bleed","VBZ",6517
"maniac","NN",6508
"raid","VB",6502
"dance","VBP",6499
"raid","VBG",6496
"bazaar","NN",6489
"blog","VBP",6486
"thinking","JJ",6478
"collectible","JJ",6477
"spill","VBZ",6476
"average","VB",6470
"bust","NNS",6465
"zine","NN",6446
"wobble","NN",6442
"flick","VB",6440
"bag","VBD",6437
"default","VBG",6431
"hamburger","NNS",6425
"disconnect","VBG",6415
"lobby","VBN",6414
"bleed","VBD",6405
"whooping","JJ",6384
"wedge","VBN",6374
"hyperinflation","NN",6371
"down","VBN",6363
"stream","VBD",6355
"age","VB",6341
"chase","NNS",6329
"monad","NN",6317
"document","VBP",6312
"ram","NNS",6311
"fair","JJS",6300
"cruise","VB",6290
"chant","VBD",6285
"brief","VB",6275
"bust","VBD",6271
"dive","VBP",6268
"kiss","VBP",6247
"keystone","NN",6239
"prank","NNS",6235
"culture","VBN",6230
"dive","VBZ",6207
"sub","VB",6206
"blockbuster","NNS",6203
"trail","VBZ",6201
"shocker","NN",6199
"muse","VBD",6189
"recovery","NNS",6185
"cloud","VBN",6183
"fit","JJR",6181
"altercation","NN",6181
"tear","VBZ",6163
"earth","NNS",6156
"refit","NN",6154
"tip","VBZ",6141
"piss","VBD",6140
"chip","VB",6127
"awesomeness","NN",6126
"wave","VBN",6117
"object","VBZ",6117
"shaker","NNS",6089
"trade","VBZ",6080
"paddy","NN",6069
"compound","VBG",6068
"process","VBD",6040
"slur","NNS",6035
"cacophony","NN",6033
"trip","VBD",6029
"upset","NNS",6026
"grizzly","JJ",6014
"sunburn","NN",6013
"gift","VBG",6013
"accent","VBN",6003
"tarp","NN",6001
"cycle","VBD",5992
"iron","VBN",5981
"blowout","NN",5973
"rate","VBZ",5966
"puzzle","VBD",5964
"page","VB",5962
"hole","VBN",5959
"bruise","NN",5954
"conglomerate","NNS",5945
"tsunami","NNS",5934
"deception","NNS",5934
"hedge","VBG",5928
"dish","VB",5912
"purveyor","NNS",5907
"alibi","NN",5897
"slump","VBN",5894
"post-mortem","JJ",5886
"typhoon","NN",5884
"mandate","VBD",5880
"battle","VBN",5875
"dispute","VBZ",5872
"Chardonnay","NP",5868
"muse","VBG",5864
"vice","RB",5858
"rock","VBZ",5840
"network","VB",5834
"trinket","NNS",5828
"outfit","VBN",5822
"export","VBD",5818
"wildcard","NN",5812
"interview","VBZ",5806
"shock","VBG",5794
"game","VBG",5791
"Islamism","NN",5789
"sin","VBG",5776
"rash","NNS",5769
"blackout","NNS",5767
"wheel","VBG",5760
"mine","VBP",5756
"pile","VBP",5751
"exchange","VBP",5751
"mess","NNS",5737
"side-effect","NN",5728
"clash","VBN",5717
"sentence","VBG",5713
"circle","VB",5711
"bankruptcy","NNS",5699
"retreat","VBN",5689
"wait","NNS",5683
"wiki","NN",5682
"defection","NN",5659
"parade","VBG",5655
"slasher","NN",5651
"cruise","VBD",5645
"heresy","NNS",5637
"cure","VBD",5631
"con","VBN",5631
"bang","VBD",5624
"field","VBD",5619
"fiddle","VB",5609
"average","VBP",5607
"wrap","VBP",5601
"divorce","VBG",5600
"scramble","VB",5597
"chase","VBZ",5593
"cuisine","NNS",5592
"lobster","NNS",5589
"brand","VB",5580
"pin","VBZ",5561
"nap","NNS",5547
"firestorm","NN",5547
"rush","NNS",5546
"map","VBD",5545
"download","RB",5541
"curry","VB",5532
"man","VBD",5507
"clash","VB",5499
"cramp","VBG",5497
"twist","VBZ",5493
"muse","NNS",5491
"corner","VBN",5470
"sport","VBD",5468
"code","VBD",5468
"reversal","NNS",5465
"market","VBZ",5453
"market","VBP",5447
"honour","VBD",5446
"tour","VBZ",5442
"hammering","NN",5439
"dog","VBN",5435
"amusement","NNS",5429
"chip","VBD",5413
"panic","NNS",5401
"dispute","VBP",5396
"leap","VBP",5394
"fiesta","NN",5390
"shaker","NN",5381
"rash","JJ",5370
"dish","VBG",5369
"snag","VBN",5367
"riddle","NNS",5364
"reinvention","NN",5349
"can","VB",5348
"venture","VBP",5335
"reveal","NNS",5334
"choice","JJ",5332
"protest","VBZ",5331
"hike","VBD",5331
"accelerator","NNS",5326
"whitewash","NN",5324
"collectible","NNS",5321
"desert","VB",5319
"monetization","NN",5312
"dump","VBP",5311
"hazard","VB",5305
"poll","VBD",5303
"plague","VB",5293
"rave","VB",5290
"turd","NN",5279
"email","JJ",5275
"conflagration","NN",5263
"clean-up","NN",5260
"bang","VBN",5256
"thread","VB",5255
"guide","VBP",5247
"cookware","NN",5238
"headline","VBD",5235
"dump","VBZ",5225
"pain","VBZ",5224
"drama","NNS",5223
"smokescreen","NN",5221
"loop","VB",5220
"leap","VBZ",5215
"hunch","VBN",5215
"leap","VBN",5213
"rogue","NNS",5212
"night","RB",5211
"piss","VBZ",5209
"fag","NNS",5209
"sunspot","NN",5200
"parade","VBN",5192
"mantra","NNS",5187
"picture","VBG",5181
"bike","VBG",5178
"lib","NNS",5177
"snack","VBG",5148
"brief","VBD",5130
"whitewash","VBN",5129
"bank","VBN",5126
"conduit","NNS",5120
"payoff","NNS",5115
"tape","VBG",5114
"mistake","VBD",5112
"flare","VBG",5109
"weekly","NN",5106
"cave","VBG",5096
"sitcom","NNS",5095
"sitter","NNS",5091
"trail","VB",5084
"loop","VBN",5083
"profile","VB",5082
"flag","VBD",5076
"circle","VBZ",5056
"literature","NNS",5048
"bar","VBD",5046
"pump","VBP",5045
"desert","VBD",5039
"irony","NNS",5034
"hornet","NNS",5033
"bug","VBZ",5033
"heatsink","NN",5029
"row","VB",5028
"zone","VBG",5026
"nap","VBG",5024
"bug","VB",5014
"jam","VBD",5012
"scrap","VBD",5002
"iceberg","NNS",5002
"whack","VB",4998
"ram","VBN",4996
"hug","VBZ",4993
"intrigue","NNS",4963
"cut","VBP",4945
"sign","VBP",4938
"quango","NNS",4935
"insult","VBD",4929
"journey","VBD",4926
"download","JJ",4923
"rectification","NN",4921
"mallet","NN",4919
"package","VBG",4918
"tank","VB",4915
"ram","VB",4912
"curry","NNS",4906
"stunt","VBN",4904
"clash","VBD",4901
"meddle","VBG",4898
"snag","NNS",4897
"screen","VBZ",4896
"cut","JJS",4886
"bubble","VB",4876
"license","VBP",4874
"feast","VB",4872
"RPG","NN",4864
"sleight","NN",4860
"slope","VBG",4855
"mismatch","VBN",4851
"service","VBD",4847
"Biennale","NP",4847
"toast","VBD",4845
"gazebo","NN",4841
"dance","VBZ",4838
"corner","VB",4836
"space","VBG",4807
"pander","VB",4803
"chart","VBN",4801
"contest","VBD",4800
"index","VBG",4798
"chile","NN",4794
"table","VB",4786
"surprise","RB",4785
"saw","VBN",4780
"string","VBG",4779
"bonfire","NNS",4779
"round","VBZ",4776
"table","VBD",4771
"farm","VBD",4764
"haggle","VBG",4756
"scare","VBP",4754
"restoration","NNS",4754
"mitzvah","NN",4745
"crack","VBZ",4745
"pothole","NN",4735
"demos","NN",4734
"zone","VBN",4731
"crossover","NNS",4729
"pitch","VBZ",4714
"bully","JJ",4701
"cave","VB",4695
"quake","NNS",4684
"ambush","VBN",4680
"blower","NNS",4677
"anger","VBD",4677
"queue","VBN",4675
"front","VBD",4674
"chant","VB",4659
"download","NP",4647
"cataclysm","NN",4645
"honour","VBZ",4639
"revival","NNS",4637
"journey","VBG",4630
"leaderboard","NN",4626
"reshuffle","NN",4624
"meet","JJ",4615
"house","VBG",4615
"flood","VBZ",4614
"bridge","VBN",4602
"sunspot","NNS",4599
"intrigue","VBD",4596
"plague","VBG",4590
"lock-in","NN",4589
"misuse","VBG",4580
"piece","VBG",4579
"earmark","VBZ",4572
"console","VBZ",4572
"wall","VB",4569
"down","VBG",4567
"cave","VBD",4563
"meddle","VB",4561
"orgasm","NNS",4559
"dawn","VBN",4554
"crack","VBP",4544
"redhead","NN",4543
"cramp","NN",4539
"perch","NNS",4537
"band","VB",4537
"toast","VB",4536
"research","VBZ",4527
"saw","VBG",4521
"compromise","VBZ",4519
"delight","VBP",4510
"journey","VB",4508
"phone","VBZ",4507
"mess","VBP",4506
"bill","VBG",4505
"banquet","NNS",4501
"factor","VBG",4500
"trail","VBP",4492
"provocation","NNS",4487
"skin","VB",4484
"nest","VB",4474
"bill","VB",4473
"cliffhanger","NN",4464
"ram","VBD",4459
"kettle","NNS",4447
"resort","VBZ",4444
"conflict","VBP",4444
"bag","VBG",4442
"space","VBD",4439
"export","VBP",4427
"monad","NNS",4426
"export","VBZ",4419
"plague","VBD",4415
"scam","VBD",4404
"annoyance","NNS",4388
"type","VBZ",4386
"refit","VBN",4386
"rock","VBP",4380
"scramble","VBN",4379
"jam","VBG",4376
"disconnect","VBP",4368
"storm","VB",4365
"searchlight","NN",4363
"circle","VBN",4359
"squeeze","VBP",4356
"can","VBN",4356
"honour","VBP",4351
"puzzle","VBZ",4349
"basilica","NN",4344
"retriever","NN",4342
"pilgrimage","NNS",4339
"slapping","NN",4323
"holiday","VBG",4323
"escarpment","NN",4322
"neurosis","NN",4317
"bleed","VBN",4314
"parachute","NNS",4310
"license","VBZ",4303
"goody","NN",4294
"pump","VBZ",4292
"anger","VB",4292
"retail","VBZ",4289
"field","VBN",4288
"vortex","NNS",4284
"risk","VBN",4282
"disco","NNS",4276
"silencer","NN",4273
"wall","VBG",4267
"quango","NN",4264
"purveyor","NN",4257
"rally","VBN",4254
"firefly","NN",4253
"chain","VBG",4251
"down","NN",4243
"toothache","NN",4236
"crawl","VBZ",4223
"bully","VBD",4223
"vacation","VBG",4214
"delight","VBG",4200
"cruise","VBP",4197
"double","VBP",4187
"mullah","NNS",4185
"site","VB",4179
"concussion","NNS",4177
"plane","VBG",4176
"symmetry","NNS",4169
"bug","VBN",4167
"crawl","VBN",4164
"non-starter","NN",4157
"slope","VBZ",4156
"arch","VBG",4149
"trickster","NN",4148
"con","VB",4145
"condiment","NNS",4139
"wake","NNS",4125
"wave","VBZ",4118
"auction","VB",4112
"iron","JJ",4111
"slap","VBZ",4109
"sit-in","NN",4103
"buffet","NNS",4101
"excuse","VBG",4100
"abomination","NNS",4098
"wipe","VBP",4089
"sprayer","NN",4085
"cramp","VBN",4085
"sin","VBD",4079
"invective","NN",4078
"insult","VBZ",4072
"wobble","VBG",4068
"down","VBD",4062
"pain","VB",4060
"photograph","VBZ",4048
"plague","VBP",4047
"hoax","NNS",4041
"root","VBP",4038
"market","VBD",4038
"race","VBP",4035
"party","JJ",4027
"package","VBZ",4025
"burrito","NN",4024
"mother","VBG",4020
"dish","VBN",4020
"row","VBG",4018
"shop","VBD",4012
"chain","VBD",4010
"puzzle","VB",4005
"people","VBN",4001
"perch","VBD",3991
"misuse","VB",3988
"shop","VBN",3979
"decider","NN",3978
"stream","VBZ",3970
"sin","VBP",3963
"palm","VB",3960
"bash","VBN",3958
"ramp","VBN",3957
"roadshow","NN",3950
"hike","VBN",3949
"wheel","VB",3945
"blog","NP",3939
"pathology","NNS",3937
"sport","VB",3927
"advantage","VBN",3920
"FS","NN",3917
"condition","VB",3914
"squabble","NNS",3904
"skin","VBN",3898
"scramble","VBP",3897
"muse","VBZ",3893
"ground","VBD",3888
"archive","VB",3880
"tweak","VBD",3879
"flip-flop","NNS",3875
"climb","VBP",3871
"fart","NNS",3868
"scrounger","NNS",3864
"front","VB",3859
"trail","VBN",3850
"gaffe","NN",3848
"contract","VBP",3840
"crowd","VBP",3838
"piece","VBN",3835
"adware","NN",3821
"site","VBZ",3820
"crowd","VB",3819
"crazy","NNS",3817
"granddad","NN",3814
"compound","VBZ",3810
"bastion","NNS",3805
"boil","NNS",3802
"format","VBZ",3790
"downturn","NNS",3790
"rake","VB",3784
"swap","VBP",3783
"default","VBN",3775
"wall","VBN",3771
"plant","VBP",3765
"cure","VBZ",3762
"shipwreck","NNS",3761
"slaughter","VBD",3754
"ADHD","NNS",3749
"journey","VBZ",3744
"web","VBP",3737
"occasion","VB",3730
"bender","NN",3728
"cloud","VBP",3720
"torturer","NNS",3717
"vigil","NNS",3716
"hedge","VBN",3716
"contract","VBZ",3713
"balance","VBD",3713
"protest","VBP",3710
"enema","NN",3709
"omelette","NN",3701
"toast","VBG",3692
"research","VBP",3690
"relapse","NNS",3689
"poll","VBG",3688
"tome","NNS",3686
"ram","VBG",3686
"book","VBZ",3685
"fucker","NN",3681
"haggle","VB",3680
"squeeze","VBZ",3678
"erection","NNS",3672
"compromise","VBD",3663
"but","NNS",3661
"boost","VBP",3657
"rake","VBN",3649
"cloud","VBZ",3649
"moisturiser","NN",3645
"trap","VBD",3644
"trick","VBG",3637
"dolly","NN",3637
"tank","VBN",3632
"chilli","NNS",3628
"crazy","JJS",3626
"slope","VBN",3618
"model","VBZ",3618
"model","VBP",3617
"stack","VBP",3613
"mess","VBZ",3611
"bump","VBP",3611
"thread","VBZ",3608
"row","VBD",3608
"potluck","NN",3606
"KPI","NP",3606
"maniac","NNS",3602
"catalogue","VB",3577
"fraternity","NNS",3576
"panel","VBD",3568
"banquet","VBG",3563
"parade","VB",3561
"flick","VBN",3561
"rave","NNS",3551
"excuse","VBD",3549
"cow","VBN",3544
"page","VBP",3539
"excuse","VBZ",3535
"miscalculation","NN",3534
"upgrade","VBZ",3533
"attainment","NNS",3530
"sprint","VB",3529
"reform","VBD",3525
"fraudster","NN",3519
"belt","VBG",3505
"rift","NNS",3504
"sell-off","NN",3495
"sinkhole","NN",3493
"hangover","NNS",3487
"streak","VBG",3484
"function","VBN",3484
"brief","JJS",3482
"henchman","NN",3473
"thread","VBD",3472
"tattoo","VBG",3470
"crowd","VBD",3468
"FS","JJ",3450
"format","VBD",3438
"item","RB",3436
"chiller","NN",3436
"breach","VBZ",3434
"cycle","VBP",3432
"boost","NNS",3416
"blowback","NN",3414
"dawn","VB",3408
"camp","JJ",3400
"lesson","VBZ",3398
"hole","VBZ",3390
"WAG","NP",3388
"trick","VBD",3379
"console","VBG",3378
"perfume","VBN",3377
"race","VBZ",3376
"ill","NN",3376
"field","VBZ",3371
"game","VB",3365
"refit","VBG",3364
"bitch","VB",3358
"dodo","NN",3355
"mercenary","NN",3344
"detour","NNS",3339
"joke","VBP",3337
"sleight","NNS",3333
"export","JJ",3332
"fightback","NN",3331
"fool","VBD",3324
"harlot","NN",3321
"saga","NNS",3316
"scheme","VBG",3315
"hammer","VBD",3315
"downpour","NNS",3313
"shipwreck","VBN",3311
"breakout","NNS",3309
"refurbishment","NNS",3304
"overspend","VBG",3297
"survey","VBP",3295
"clutter","VBG",3292
"whack","VBN",3285
"leak","VBP",3284
"suit","VBP",3282
"crazy","JJR",3275
"roof","VBN",3272
"mortgage","VBN",3265
"poll","VB",3263
"tip","VBP",3262
"garden","VB",3262
"worm","VBN",3261
"sulk","VBG",3261
"plague","VBZ",3249
"gift","VBD",3247
"chase","VBP",3239
"chant","VBN",3239
"huff","NN",3235
"storm","VBN",3232
"con","VBG",3221
"default","VBZ",3207
"garrison","NNS",3183
"traditionalist","NN",3181
"tear","VBP",3181
"riff","VBG",3174
"content","VBN",3173
"cop-out","NNS",3170
"pivot","VB",3169
"people","VBP",3162
"cloud","VBG",3162
"mistake","VBP",3160
"cap","VBZ",3159
"slug","VBG",3154
"purge","NNS",3154
"worm","VBG",3153
"ship","VBZ",3153
"trap","VBZ",3152
"PWC","NP",3152
"pedal","VBG",3150
"validator","NN",3142
"bridge","VBZ",3139
"refit","VB",3130
"chile","NNS",3126
"dog","VB",3125
"skin","VBG",3122
"bill","VBD",3117
"trip","VBZ",3115
"programme","VBD",3114
"disconnect","VBZ",3112
"burrito","NNS",3111
"corruption","NNS",3108
"patch","VBZ",3106
"interview","VBP",3104
"gift","VB",3103
"fart","VBG",3103
"code","VBP",3102
"fucker","NNS",3101
"boil","VBP",3099
"bump","VBZ",3098
"re-write","NN",3096
"summary","JJ",3095
"traditionalist","JJ",3092
"ground","VBZ",3092
"flare","VBP",3086
"cleanse","VBZ",3084
"letter","VBN",3073
"blast","VBZ",3072
"sentence","VB",3067
"sampler","NNS",3067
"earth","VBG",3064
"school","VBG",3055
"leak","VBZ",3047
"fanfiction","NN",3046
"post-mortem","NN",3045
"desert","VBG",3037
"redhead","NNS",3034
"boycott","VBN",3023
"sprint","VBD",3020
"hex","VB",3020
"crawl","VBP",3019
"wheel","VBD",3018
"hornet","NN",3018
"fair","RB",3015
"team","VBP",2998
"betta","NN",2997
"re-write","VB",2996
"heatwave","NN",2990
"wave","VBP",2983
"disconnect","VBD",2983
"condition","VBG",2981
"bang","VBZ",2980
"hijacker","NN",2977
"curse","VBP",2976
"table","VBG",2971
"network","VBD",2968
"rake","VBD",2965
"journey","VBP",2965
"pivot","VBG",2963
"murder","VBZ",2963
"music","NNS",2962
"intrigue","VBZ",2961
"carnival","NNS",2961
"powerhouse","NNS",2960
"compound","VBD",2957
"chart","VBD",2956
"budget","VB",2955
"rainstorm","NN",2950
"catfish","NNS",2949
"hook","VBP",2947
"woo","VBG",2943
"course","VBZ",2943
"giveaway","JJ",2941
"index","VB",2935
"tour","VBP",2932
"flick","VBZ",2928
"mix-up","NN",2927
"clean","VBP",2917
"raffle","NNS",2909
"trick","VBZ",2900
"auction","VBG",2898
"film","VBZ",2896
"shock","VBZ",2894
"component","JJ",2891
"bill","VBZ",2884
"boom","VBD",2880
"handshake","NNS",2877
"betrayal","NNS",2877
"retail","VB",2875
"genocide","NNS",2873
"word","VBZ",2870
"conflict","VBZ",2870
"rationalization","NNS",2856
"program","VBP",2852
"parade","VBD",2849
"fool","VBZ",2848
"arch","VBD",2848
"cake","VBZ",2843
"stack","VBZ",2841
"shit","VBG",2839
"adventure","VBG",2838
"bias","VB",2836
"defection","NNS",2831
"camp","VBZ",2829
"game","VBZ",2824
"team","VBZ",2819
"by-election","NNS",2818
"illegitimacy","NN",2813
"singularity","NNS",2811
"flare","VB",2811
"typhoon","NNS",2808
"father","VBN",2800
"band","VBZ",2796
"case","VBG",2794
"bully","VBZ",2791
"farm","VBZ",2785
"concern","VBP",2783
"spanner","NNS",2782
"wretchedness","NN",2779
"shit","NNS",2766
"stoppage","NNS",2765
"troll","VB",2762
"anger","VBZ",2760
"clutter","VB",2758
"flowchart","NN",2757
"software","NNS",2754
"cover-up","NNS",2752
"monthly","NN",2750
"flag","VBG",2744
"prick","VBN",2743
"prick","NNS",2738
"inversion","NNS",2738
"firefly","NNS",2738
"nest","VBP",2735
"indiscretion","NNS",2723
"default","VBD",2723
"rumble","VBD",2721
"factor","VBP",2721
"queue","VBD",2718
"bubble","VBZ",2712
"mashup","NN",2703
"blizzard","NNS",2703
"huff","VBG",2702
"bond","VBD",2701
"dawn","VBZ",2695
"indiscretion","NN",2693
"dive","VBN",2692
"coverup","NN",2691
"gaffe","NNS",2689
"bike","VB",2677
"space","VB",2676
"father","VBD",2669
"letdown","NN",2667
"brief","VBG",2664
"buffet","VBN",2663
"reconciliation","NNS",2656
"season","VBN",2648
"toy","VBN",2639
"factor","VBZ",2637
"employment","NNS",2636
"string","VBD",2632
"toast","NNS",2629
"downside","JJ",2627
"blunder","VBG",2627
"right","VBG",2622
"headline","VB",2621
"relapse","VBG",2615
"code","VBZ",2615
"pandemic","NNS",2614
"slur","VBN",2612
"tool","VBZ",2609
"app","VBZ",2607
"mine","VBD",2605
"prick","VB",2604
"bank","VB",2600
"squabble","NN",2596
"ballgame","NN",2596
"pepper","VBD",2595
"mismatch","NNS",2590
"flare","VBD",2589
"game","JJ",2585
"condiment","NN",2585
"bond","VB",2577
"board","VBP",2575
"course","RB",2574
"crunch","NNS",2556
"group","VBD",2553
"occasion","VBD",2548
"story","VBZ",2545
"bone","VBN",2545
"puzzle","VBG",2540
"torch","VBN",2539
"plaster","NNS",2539
"balance","VBP",2537
"paddy","NNS",2535
"screwdriver","NNS",2534
"debate","VBP",2534
"remedy","VBG",2532
"shtick","NN",2528
"party","VBD",2528
"sit-in","NNS",2527
"park","VBZ",2523
"lode","NN",2518
"comeuppance","NN",2517
"neurosis","NNS",2507
"season","VBG",2503
"bone","VB",2502
"teaser","NNS",2500
"breakfast","VB",2499
"line","VBZ",2495
"choke","NNS",2495
"phage","NN",2494
"sweep","VBP",2491
"mortgage","VB",2488
"Mary","NPS",2483
"crowd","VBZ",2477
"circle","VBP",2477
"hug","VBP",2471
"service","VBP",2468
"oil","VBG",2464
"shutdown","NNS",2459
"perch","VBG",2459
"outfit","VB",2457
"wobble","VB",2454
"clutter","VBN",2451
"loop","VBD",2449
"cruise","VBN",2446
"bruise","VB",2445
"clamp","VBD",2444
"pivot","NNS",2439
"joke","VBN",2439
"flood","VBP",2433
"rake","NNS",2428
"stunt","VBG",2425
"campaign","VBZ",2421
"bazaar","NNS",2421
"whack","VBG",2413
"prick","VBG",2406
"saw","VB",2402
"crossword","NNS",2400
"bash","VBD",2400
"record","VBP",2397
"trio","NNS",2393
"dog","VBG",2384
"toy","VBD",2383
"woman","VBZ",2381
"budget","VBG",2379
"escape","VBP",2378
"core","VBG",2378
"root","VBZ",2377
"beach","VBN",2374
"holiday","VBZ",2371
"tent","VBN",2369
"rave","VBD",2369
"insult","VBP",2369
"ambush","NNS",2369
"mistake","VBZ",2367
"pleasure","VB",2366
"bank","VBD",2365
"class","VBP",2364
"tag","VBZ",2362
"misuse","VBD",2361
"program","VBG",2359
"award","VBP",2356
"stopper","NNS",2349
"belt","VBN",2344
"journey","VBN",2340
"oilfield","NN",2339
"rave","VBN",2337
"calling","NNS",2334
"space","VBZ",2329
"slump","VBG",2325
"nap","VB",2325
"photograph","VBP",2322
"intro","NNS",2317
"squall","NN",2316
"loop","VBZ",2316
"suit","VBG",2314
"sander","NN",2310
"snack","VB",2303
"ploy","NNS",2301
"prize","VBZ",2297
"domestic","NNS",2295
"hex","NNS",2291
"brief","JJR",2289
"knowledge","NNS",2286
"word","VB",2285
"storm","VBZ",2283
"station","VBD",2280
"chiller","NNS",2278
"fiddle","NNS",2275
"ruling","JJ",2270
"coverage","NNS",2268
"misfire","VB",2265
"wrangle","VBG",2264
"tax","VBZ",2264
"earmark","VB",2264
"conundrum","NNS",2262
"case","VBZ",2261
"water","VBP",2259
"power","VBP",2253
"hole","VBD",2249
"letter","VBG",2248
"chant","VBP",2248
"offensive","NNS",2236
"piss","VBP",2233
"casserole","NNS",2225
"motte","NN",2222
"torturer","NN",2216
"crackdown","NNS",2214
"people","VB",2212
"backlog","NNS",2212
"queue","VBP",2209
"plaster","VBG",2206
"hammer","VBZ",2206
"searchlight","NNS",2204
"encore","NNS",2203
"comeback","NNS",2203
"wiki","NNS",2198
"eye","VBN",2192
"deluge","VBN",2192
"can","VBG",2190
"forest","VBN",2188
"camp","JJR",2178
"flick","VBP",2175
"trinket","NN",2172
"fool","VBP",2171
"boycott","VBD",2171
"gamble","VBD",2160
"chily","NNS",2160
"chain","VB",2158
"intrigue","VB",2156
"dish","VBD",2156
"divorce","VBP",2155
"hike","VBP",2154
"cut","JJR",2151
"nest","VBD",2147
"flag","VBZ",2145
"brand","VBZ",2145
"phone-in","NN",2139
"murder","VBP",2137
"people","VBZ",2128
"belt","VBD",2128
"round","JJR",2126
"boom","VBN",2122
"tax","VBD",2120
"course","VBG",2118
"disputation","NN",2115
"barrel","VBG",2114
"perch","VB",2113
"spin","VBP",2105
"plugin","NP",2102
"silver","VBZ",2100
"ambush","VB",2096
"relapse","VBN",2095
"parachute","VBG",2095
"boom","VB",2079
"hose","VBN",2076
"slump","NNS",2068
"fiddle","VBN",2068
"wedge","VB",2062
"overspend","VB",2062
"snack","VBZ",2061
"jolt","VBN",2060
"curse","VBZ",2060
"riot","VB",2059
"dish","VBZ",2053
"wheel","VBZ",2051
"rant","VBP",2042
"format","VBP",2038
"workhouse","NNS",2037
"weekly","NNS",2036
"holiday","VB",2034
"hug","VBN",2029
"moustache","NNS",2028
"plane","VBN",2027
"climax","NNS",2025
"string","VBZ",2023
"cake","VBN",2016
"stereotype","VBN",2015
"whack","VBD",2013
"sport","VBP",2012
"bang","VBP",2010
"bug","VBD",2009
"card","VBN",2007
"man","VBP",2005
"enema","NNS",2005
"whopper","NN",2004
"woo","VBN",2003
"MMORPG","NP",2001
"party","VBZ",1999
"eye","VBZ",1998
"streak","VBN",1996
"cave","VBN",1996
"app","JJ",1996
"misfire","VBP",1989
"sub","VBN",1987
"content","VBZ",1987
"anger","VBG",1987
"predisposition","NNS",1986
"misfire","VBG",1986
"color","VBZ",1986
"poll","VBZ",1984
"hunch","NNS",1984
"jackal","NN",1983
"crawl","NNS",1983
"console","VBP",1981
"outfit","VBG",1979
"ridge","VBN",1975
"page","VBZ",1973
"drug","VBG",1972
"default","JJ",1971
"row","VBN",1965
"tarp","NNS",1962
"boondoggle","NN",1962
"burka","NN",1961
"chinook","NN",1960
"console","VBD",1958
"earth","VBN",1956
"diet","VB",1956
"ambush","VBD",1956
"father","VBG",1954
"snag","VBG",1950
"tirade","NNS",1948
"zone","VB",1946
"color","VBD",1946
"cock-up","NN",1945
"sub","VBG",1944
"choke","VBZ",1942
"case","VBN",1938
"jackal","NNS",1936
"belt","VB",1932
"screen","VBP",1929
"blister","VBN",1926
"culture","VBG",1925
"season","VB",1922
"whore","VBG",1916
"relapse","VB",1916
"tape","VBP",1913
"crunch","VBD",1912
"turd","NNS",1908
"plant","VBZ",1908
"flare","VBZ",1902
"schema","NNS",1899
"fool","JJ",1895
"cap","VBP",1895
"dawn","NNS",1887
"class","VBZ",1886
"misuse","VBP",1883
"bias","VBG",1883
"trap","VBP",1874
"stereotype","VB",1872
"band","VBP",1870
"content","VBP",1864
"in-law","NN",1857
"egg","VBN",1857
"advantage","VB",1853
"slap","VBP",1851
"motor","VBD",1849
"huff","VBD",1848
"site","VBD",1847
"page","VBN",1844
"jolt","VBG",1842
"camp","VBP",1842
"sprayer","NNS",1841
"arch","VBP",1834
"whitewash","VBG",1833
"hack","VBZ",1832
"front","VBZ",1832
"prize","VB",1831
"broadband","NP",1831
"tamale","NNS",1830
"oilfield","NNS",1827
"grizzly","NNS",1827
"debate","VBZ",1826
"scramble","NNS",1823
"curveball","NN",1821
"retail","VBG",1818
"school","VBD",1817
"scheme","VBZ",1817
"sickness","NNS",1816
"retreat","VBZ",1816
"ramp","VBD",1816
"condition","VBZ",1809
"catalogue","VBZ",1803
"spill","VBP",1802
"pepper","VB",1802
"console","VBN",1802
"backlist","NN",1802
"tattoo","VBD",1800
"fiddle","VBD",1800
"triathlon","NNS",1796
"rant","VBD",1790
"parachute","VBN",1790
"slugger","NN",1785
"card","VBD",1785
"shop","VBZ",1784
"bridge","VBD",1782
"cleanse","VBD",1781
"content","VBD",1780
"wobble","NNS",1779
"pepper","VBG",1779
"silencer","NNS",1778
"Biennale","NN",1770
"slap","NNS",1764
"sub","VBP",1763
"card","VBZ",1761
"ripper","NN",1760
"streak","VBD",1756
"blog","JJ",1756
"group","VBZ",1750
"launch","VBP",1749
"flap","VB",1748
"bone","VBG",1745
"bomb","VBZ",1743
"tag","VBP",1742
"pile","VBZ",1742
